TIME,pH,STDEV
0,4.733333333,0.056862407
10,4.666666667,0.145028733
20,4.466666667,0.128970281
30,4.26,0.026457513
40,4.14,0.163707055
50,4.106666667,0.083864971
60,4.063333333,0.015275252
70,3.923333333,0.025166115
80,3.77,0.026457513
90,3.663333333,0.045092498
100,3.63,0.026457513
110,3.506666667,0.132035349
120,3.426666667,0.115036226
130,3.37,0.055677644
140,3.41,0.079372539
150,3.343333333,0.045092498
160,3.316666667,0.035118846
170,3.243333333,0.116761866
180,3.26,0.08
